pais,codigo_pais,anio,indicador,valor
Uruguay,URY,2011,tasa_alfabetizacion_adultos,98.3359
Argentina,ARG,2012,gasto_educacion_pib,5.34583
Argentina,ARG,2012,tasa_finalizacion_primaria,
Argentina,ARG,2012,tasa_finalizacion_secundaria,
Argentina,ARG,2012,tasa_alfabetizacion_adultos,99.10523
Brazil,BRA,2012,gasto_educacion_pib,5.8551
Brazil,BRA,2012,tasa_finalizacion_primaria,95.91
Brazil,BRA,2012,tasa_finalizacion_secundaria,84.53
Brazil,BRA,2012,tasa_alfabetizacion_adultos,91.33785
Chile,CHL,2012,gasto_educacion_pib,
Chile,CHL,2012,tasa_finalizacion_primaria,
Chile,CHL,2012,tasa_finalizacion_secundaria,
Chile,CHL,2012,tasa_alfabetizacion_adultos,
Costa Rica,CRI,2012,gasto_educacion_pib,6.68984
Costa Rica,CRI,2012,tasa_finalizacion_primaria,93.41
Costa Rica,CRI,2012,tasa_finalizacion_secundaria,63.19
Costa Rica,CRI,2012,tasa_alfabetizacion_adultos,
"Korea, Rep.",KOR,2012,gasto_educacion_pib,
"Korea, Rep.",KOR,2012,tasa_finalizacion_primaria,
"Korea, Rep.",KOR,2012,tasa_finalizacion_secundaria,
"Korea, Rep.",KOR,2012,tasa_alfabetizacion_adultos,
Mexico,MEX,2012,gasto_educacion_pib,5.1031
Mexico,MEX,2012,tasa_finalizacion_primaria,96.45
Mexico,MEX,2012,tasa_finalizacion_secundaria,84.82
Mexico,MEX,2012,tasa_alfabetizacion_adultos,94.2284
Spain,ESP,2012,gasto_educacion_pib,4.46934
Spain,ESP,2012,tasa_finalizacion_primaria,
Spain,ESP,2012,tasa_finalizacion_secundaria,
Spain,ESP,2012,tasa_alfabetizacion_adultos,97.89454
Viet Nam,VNM,2012,gasto_educacion_pib,5.53329
Viet Nam,VNM,2012,tasa_finalizacion_primaria,
Viet Nam,VNM,2012,tasa_finalizacion_secundaria,
Viet Nam,VNM,2012,tasa_alfabetizacion_adultos,
United States,USA,2012,gasto_educacion_pib,
United States,USA,2012,tasa_finalizacion_primaria,
United States,USA,2012,tasa_finalizacion_secundaria,
United States,USA,2012,tasa_alfabetizacion_adultos,
Uruguay,URY,2012,gasto_educacion_pib,
Uruguay,URY,2012,tasa_finalizacion_primaria,96.95
Uruguay,URY,2012,tasa_finalizacion_secundaria,65.71
Uruguay,URY,2012,tasa_alfabetizacion_adultos,98.39594
Argentina,ARG,2013,gasto_educacion_pib,5.43661
Argentina,ARG,2013,tasa_finalizacion_primaria,
Argentina,ARG,2013,tasa_finalizacion_secundaria,
Argentina,ARG,2013,tasa_alfabetizacion_adultos,99.12195
Brazil,BRA,2013,gasto_educacion_pib,5.83885
Brazil,BRA,2013,tasa_finalizacion_primaria,96.02
Brazil,BRA,2013,tasa_finalizacion_secundaria,85.01
Brazil,BRA,2013,tasa_alfabetizacion_adultos,91.48424
Chile,CHL,2013,gasto_educacion_pib,4.52943
Chile,CHL,2013,tasa_finalizacion_primaria,95.88
Chile,CHL,2013,tasa_finalizacion_secundaria,94.49
Chile,CHL,2013,tasa_alfabetizacion_adultos,96.26706
Costa Rica,CRI,2013,gasto_educacion_pib,6.84934
Costa Rica,CRI,2013,tasa_finalizacion_primaria,93.44
Costa Rica,CRI,2013,tasa_finalizacion_secundaria,64.56
Costa Rica,CRI,2013,tasa_alfabetizacion_adultos,
"Korea, Rep.",KOR,2013,gasto_educacion_pib,
"Korea, Rep.",KOR,2013,tasa_finalizacion_primaria,
"Korea, Rep.",KOR,2013,tasa_finalizacion_secundaria,
"Korea, Rep.",KOR,2013,tasa_alfabetizacion_adultos,
Mexico,MEX,2013,gasto_educacion_pib,4.69605
Mexico,MEX,2013,tasa_finalizacion_primaria,
Mexico,MEX,2013,tasa_finalizacion_secundaria,
Mexico,MEX,2013,tasa_alfabetizacion_adultos,93.96285
Spain,ESP,2013,gasto_educacion_pib,4.35102
Spain,ESP,2013,tasa_finalizacion_primaria,
Spain,ESP,2013,tasa_finalizacion_secundaria,90.61
Spain,ESP,2013,tasa_alfabetizacion_adultos,98.07913
Viet Nam,VNM,2013,gasto_educacion_pib,5.652
Viet Nam,VNM,2013,tasa_finalizacion_primaria,
Viet Nam,VNM,2013,tasa_finalizacion_secundaria,
Viet Nam,VNM,2013,tasa_alfabetizacion_adultos,
United States,USA,2013,gasto_educacion_pib,4.93105
United States,USA,2013,tasa_finalizacion_primaria,99.34
United States,USA,2013,tasa_finalizacion_secundaria,98.55
United States,USA,2013,tasa_alfabetizacion_adultos,
Uruguay,URY,2013,gasto_educacion_pib,
Uruguay,URY,2013,tasa_finalizacion_primaria,96.99595
Uruguay,URY,2013,tasa_finalizacion_secundaria,63.2034
Uruguay,URY,2013,tasa_alfabetizacion_adultos,98.36387
Argentina,ARG,2014,gasto_educacion_pib,5.36144
Argentina,ARG,2014,tasa_finalizacion_primaria,
Argentina,ARG,2014,tasa_finalizacion_secundaria,
Argentina,ARG,2014,tasa_alfabetizacion_adultos,98.99389
Brazil,BRA,2014,gasto_educacion_pib,5.94848
Brazil,BRA,2014,tasa_finalizacion_primaria,96.72
Brazil,BRA,2014,tasa_finalizacion_secundaria,86.84
Brazil,BRA,2014,tasa_alfabetizacion_adultos,91.72943
Chile,CHL,2014,gasto_educacion_pib,4.73095
Chile,CHL,2014,tasa_finalizacion_primaria,
Chile,CHL,2014,tasa_finalizacion_secundaria,
Chile,CHL,2014,tasa_alfabetizacion_adultos,
Costa Rica,CRI,2014,gasto_educacion_pib,6.86952
Costa Rica,CRI,2014,tasa_finalizacion_primaria,94.51
Costa Rica,CRI,2014,tasa_finalizacion_secundaria,66.57
Costa Rica,CRI,2014,tasa_alfabetizacion_adultos,
"Korea, Rep.",KOR,2014,gasto_educacion_pib,
"Korea, Rep.",KOR,2014,tasa_finalizacion_primaria,
"Korea, Rep.",KOR,2014,tasa_finalizacion_secundaria,
"Korea, Rep.",KOR,2014,tasa_alfabetizacion_adultos,
Mexico,MEX,2014,gasto_educacion_pib,5.26062
Mexico,MEX,2014,tasa_finalizacion_primaria,96.44
Mexico,MEX,2014,tasa_finalizacion_secundaria,86.28
Mexico,MEX,2014,tasa_alfabetizacion_adultos,94.55588
Spain,ESP,2014,gasto_educacion_pib,4.30338
Spain,ESP,2014,tasa_finalizacion_primaria,
Spain,ESP,2014,tasa_finalizacion_secundaria,93.3
Spain,ESP,2014,tasa_alfabetizacion_adultos,98.09372
Viet Nam,VNM,2014,gasto_educacion_pib,
Viet Nam,VNM,2014,tasa_finalizacion_primaria,96.57267
Viet Nam,VNM,2014,tasa_finalizacion_secundaria,83.43417
Viet Nam,VNM,2014,tasa_alfabetizacion_adultos,
United States,USA,2014,gasto_educacion_pib,4.96174
United States,USA,2014,tasa_finalizacion_primaria,
United States,USA,2014,tasa_finalizacion_secundaria,
United States,USA,2014,tasa_alfabetizacion_adultos,
Uruguay,URY,2014,gasto_educacion_pib,
Uruguay,URY,2014,tasa_finalizacion_primaria,97.3
Uruguay,URY,2014,tasa_finalizacion_secundaria,67.21
Uruguay,URY,2014,tasa_alfabetizacion_adultos,98.43593
Argentina,ARG,2015,gasto_educacion_pib,5.77611
Argentina,ARG,2015,tasa_finalizacion_primaria,
Argentina,ARG,2015,tasa_finalizacion_secundaria,
Argentina,ARG,2015,tasa_alfabetizacion_adultos,99.17996
Brazil,BRA,2015,gasto_educacion_pib,6.24106
Brazil,BRA,2015,tasa_finalizacion_primaria,97.0
Brazil,BRA,2015,tasa_finalizacion_secundaria,87.38
Brazil,BRA,2015,tasa_alfabetizacion_adultos,92.0479
Chile,CHL,2015,gasto_educacion_pib,4.87531
Chile,CHL,2015,tasa_finalizacion_primaria,96.7
Chile,CHL,2015,tasa_finalizacion_secundaria,95.05
Chile,CHL,2015,tasa_alfabetizacion_adultos,96.87413
Costa Rica,CRI,2015,gasto_educacion_pib,7.08254
Costa Rica,CRI,2015,tasa_finalizacion_primaria,94.7
Costa Rica,CRI,2015,tasa_finalizacion_secundaria,68.2
Costa Rica,CRI,2015,tasa_alfabetizacion_adultos,
"Korea, Rep.",KOR,2015,gasto_educacion_pib,
"Korea, Rep.",KOR,2015,tasa_finalizacion_primaria,
"Korea, Rep.",KOR,2015,tasa_finalizacion_secundaria,
"Korea, Rep.",KOR,2015,tasa_alfabetizacion_adultos,
Mexico,MEX,2015,gasto_educacion_pib,5.23524
Mexico,MEX,2015,tasa_finalizacion_primaria,
Mexico,MEX,2015,tasa_finalizacion_secundaria,
Mexico,MEX,2015,tasa_alfabetizacion_adultos,94.47228
Spain,ESP,2015,gasto_educacion_pib,4.28657
Spain,ESP,2015,tasa_finalizacion_primaria,
Spain,ESP,2015,tasa_finalizacion_secundaria,
Spain,ESP,2015,tasa_alfabetizacion_adultos,98.14326
Viet Nam,VNM,2015,gasto_educacion_pib,
Viet Nam,VNM,2015,tasa_finalizacion_primaria,
Viet Nam,VNM,2015,tasa_finalizacion_secundaria,
Viet Nam,VNM,2015,tasa_alfabetizacion_adultos,
United States,USA,2015,gasto_educacion_pib,
United States,USA,2015,tasa_finalizacion_primaria,99.73084
United States,USA,2015,tasa_finalizacion_secundaria,98.75433
United States,USA,2015,tasa_alfabetizacion_adultos,
Uruguay,URY,2015,gasto_educacion_pib,
Uruguay,URY,2015,tasa_finalizacion_primaria,97.28
Uruguay,URY,2015,tasa_finalizacion_secundaria,68.65
Uruguay,URY,2015,tasa_alfabetizacion_adultos,98.52387
Argentina,ARG,2016,gasto_educacion_pib,5.54549
Argentina,ARG,2016,tasa_finalizacion_primaria,
Argentina,ARG,2016,tasa_finalizacion_secundaria,
Argentina,ARG,2016,tasa_alfabetizacion_adultos,99.12501
Brazil,BRA,2016,gasto_educacion_pib,6.31404
Brazil,BRA,2016,tasa_finalizacion_primaria,93.84
Brazil,BRA,2016,tasa_finalizacion_secundaria,83.75
Brazil,BRA,2016,tasa_alfabetizacion_adultos,92.80844
Chile,CHL,2016,gasto_educacion_pib,5.34201
Chile,CHL,2016,tasa_finalizacion_primaria,
Chile,CHL,2016,tasa_finalizacion_secundaria,
Chile,CHL,2016,tasa_alfabetizacion_adultos,
Costa Rica,CRI,2016,gasto_educacion_pib,7.09768
Costa Rica,CRI,2016,tasa_finalizacion_primaria,95.33
Costa Rica,CRI,2016,tasa_finalizacion_secundaria,68.95
Costa Rica,CRI,2016,tasa_alfabetizacion_adultos,
"Korea, Rep.",KOR,2016,gasto_educacion_pib,4.3331
"Korea, Rep.",KOR,2016,tasa_finalizacion_primaria,
"Korea, Rep.",KOR,2016,tasa_finalizacion_secundaria,
"Korea, Rep.",KOR,2016,tasa_alfabetizacion_adultos,
Mexico,MEX,2016,gasto_educacion_pib,4.90949
Mexico,MEX,2016,tasa_finalizacion_primaria,96.4027
Mexico,MEX,2016,tasa_finalizacion_secundaria,87.67088
Mexico,MEX,2016,tasa_alfabetizacion_adultos,94.85962
Spain,ESP,2016,gasto_educacion_pib,4.22764
Spain,ESP,2016,tasa_finalizacion_primaria,
Spain,ESP,2016,tasa_finalizacion_secundaria,
Spain,ESP,2016,tasa_alfabetizacion_adultos,98.25051
Viet Nam,VNM,2016,gasto_educacion_pib,4.34481
Viet Nam,VNM,2016,tasa_finalizacion_primaria,
Viet Nam,VNM,2016,tasa_finalizacion_secundaria,
Viet Nam,VNM,2016,tasa_alfabetizacion_adultos,
United States,USA,2016,gasto_educacion_pib,
United States,USA,2016,tasa_finalizacion_primaria,99.68895
United States,USA,2016,tasa_finalizacion_secundaria,98.8131
United States,USA,2016,tasa_alfabetizacion_adultos,
Uruguay,URY,2016,gasto_educacion_pib,4.7591
Uruguay,URY,2016,tasa_finalizacion_primaria,97.94
Uruguay,URY,2016,tasa_finalizacion_secundaria,69.65
Uruguay,URY,2016,tasa_alfabetizacion_adultos,98.56147
Argentina,ARG,2017,gasto_educacion_pib,5.46223
Argentina,ARG,2017,tasa_finalizacion_primaria,
Argentina,ARG,2017,tasa_finalizacion_secundaria,
Argentina,ARG,2017,tasa_alfabetizacion_adultos,
Brazil,BRA,2017,gasto_educacion_pib,6.32255
Brazil,BRA,2017,tasa_finalizacion_primaria,94.74
Brazil,BRA,2017,tasa_finalizacion_secundaria,84.37
Brazil,BRA,2017,tasa_alfabetizacion_adultos,93.07582
Chile,CHL,2017,gasto_educacion_pib,5.41946
Chile,CHL,2017,tasa_finalizacion_primaria,96.3
Chile,CHL,2017,tasa_finalizacion_secundaria,95.9
Chile,CHL,2017,tasa_alfabetizacion_adultos,96.40228
Costa Rica,CRI,2017,gasto_educacion_pib,7.31572
Costa Rica,CRI,2017,tasa_finalizacion_primaria,96.15
Costa Rica,CRI,2017,tasa_finalizacion_secundaria,68.2
Costa Rica,CRI,2017,tasa_alfabetizacion_adultos,
"Korea, Rep.",KOR,2017,gasto_educacion_pib,
"Korea, Rep.",KOR,2017,tasa_finalizacion_primaria,
"Korea, Rep.",KOR,2017,tasa_finalizacion_secundaria,
"Korea, Rep.",KOR,2017,tasa_alfabetizacion_adultos,
Mexico,MEX,2017,gasto_educacion_pib,4.52282
Mexico,MEX,2017,tasa_finalizacion_primaria,
Mexico,MEX,2017,tasa_finalizacion_secundaria,
Mexico,MEX,2017,tasa_alfabetizacion_adultos,94.97278
Spain,ESP,2017,gasto_educacion_pib,4.20774
Spain,ESP,2017,tasa_finalizacion_primaria,
Spain,ESP,2017,tasa_finalizacion_secundaria,
Spain,ESP,2017,tasa_alfabetizacion_adultos,
Viet Nam,VNM,2017,gasto_educacion_pib,
Viet Nam,VNM,2017,tasa_finalizacion_primaria,
Viet Nam,VNM,2017,tasa_finalizacion_secundaria,
Viet Nam,VNM,2017,tasa_alfabetizacion_adultos,
United States,USA,2017,gasto_educacion_pib,
United States,USA,2017,tasa_finalizacion_primaria,99.7026
United States,USA,2017,tasa_finalizacion_secundaria,98.86367
United States,USA,2017,tasa_alfabetizacion_adultos,
Uruguay,URY,2017,gasto_educacion_pib,4.8403
Uruguay,URY,2017,tasa_finalizacion_primaria,98.01
Uruguay,URY,2017,tasa_finalizacion_secundaria,72.44
Uruguay,URY,2017,tasa_alfabetizacion_adultos,98.61572
Argentina,ARG,2018,gasto_educacion_pib,
Argentina,ARG,2018,tasa_finalizacion_primaria,
Argentina,ARG,2018,tasa_finalizacion_secundaria,
Argentina,ARG,2018,tasa_alfabetizacion_adultos,99.00387
Brazil,BRA,2018,gasto_educacion_pib,
Brazil,BRA,2018,tasa_finalizacion_primaria,95.16
Brazil,BRA,2018,tasa_finalizacion_secundaria,85.69
Brazil,BRA,2018,tasa_alfabetizacion_adultos,93.2275
Chile,CHL,2018,gasto_educacion_pib,
Chile,CHL,2018,tasa_finalizacion_primaria,
Chile,CHL,2018,tasa_finalizacion_secundaria,
Chile,CHL,2018,tasa_alfabetizacion_adultos,
Costa Rica,CRI,2018,gasto_educacion_pib,6.97857
Costa Rica,CRI,2018,tasa_finalizacion_primaria,96.31
Costa Rica,CRI,2018,tasa_finalizacion_secundaria,73.47
Costa Rica,CRI,2018,tasa_alfabetizacion_adultos,97.86379
"Korea, Rep.",KOR,2018,gasto_educacion_pib,
"Korea, Rep.",KOR,2018,tasa_finalizacion_primaria,
"Korea, Rep.",KOR,2018,tasa_finalizacion_secundaria,
"Korea, Rep.",KOR,2018,tasa_alfabetizacion_adultos,
Mexico,MEX,2018,gasto_educacion_pib,
Mexico,MEX,2018,tasa_finalizacion_primaria,97.88
Mexico,MEX,2018,tasa_finalizacion_secundaria,88.56
Mexico,MEX,2018,tasa_alfabetizacion_adultos,95.37991
Spain,ESP,2018,gasto_educacion_pib,
Spain,ESP,2018,tasa_finalizacion_primaria,
Spain,ESP,2018,tasa_finalizacion_secundaria,
Spain,ESP,2018,tasa_alfabetizacion_adultos,98.4365
Viet Nam,VNM,2018,gasto_educacion_pib,4.16745
Viet Nam,VNM,2018,tasa_finalizacion_primaria,
Viet Nam,VNM,2018,tasa_finalizacion_secundaria,
Viet Nam,VNM,2018,tasa_alfabetizacion_adultos,95.00038
United States,USA,2018,gasto_educacion_pib,
United States,USA,2018,tasa_finalizacion_primaria,
United States,USA,2018,tasa_finalizacion_secundaria,
United States,USA,2018,tasa_alfabetizacion_adultos,
Uruguay,URY,2018,gasto_educacion_pib,5.04759
Uruguay,URY,2018,tasa_finalizacion_primaria,97.6
Uruguay,URY,2018,tasa_finalizacion_secundaria,73.21
Uruguay,URY,2018,tasa_alfabetizacion_adultos,98.70386
Argentina,ARG,2019,gasto_educacion_pib,
Argentina,ARG,2019,tasa_finalizacion_primaria,
Argentina,ARG,2019,tasa_finalizacion_secundaria,
Argentina,ARG,2019,tasa_alfabetizacion_adultos,
Brazil,BRA,2019,gasto_educacion_pib,
Brazil,BRA,2019,tasa_finalizacion_primaria,
Brazil,BRA,2019,tasa_finalizacion_secundaria,
Brazil,BRA,2019,tasa_alfabetizacion_adultos,
Chile,CHL,2019,gasto_educacion_pib,
Chile,CHL,2019,tasa_finalizacion_primaria,
Chile,CHL,2019,tasa_finalizacion_secundaria,
Chile,CHL,2019,tasa_alfabetizacion_adultos,
Costa Rica,CRI,2019,gasto_educacion_pib,7.04876
Costa Rica,CRI,2019,tasa_finalizacion_primaria,
Costa Rica,CRI,2019,tasa_finalizacion_secundaria,
Costa Rica,CRI,2019,tasa_alfabetizacion_adultos,
"Korea, Rep.",KOR,2019,gasto_educacion_pib,
"Korea, Rep.",KOR,2019,tasa_finalizacion_primaria,
"Korea, Rep.",KOR,2019,tasa_finalizacion_secundaria,
"Korea, Rep.",KOR,2019,tasa_alfabetizacion_adultos,
Mexico,MEX,2019,gasto_educacion_pib,
Mexico,MEX,2019,tasa_finalizacion_primaria,
Mexico,MEX,2019,tasa_finalizacion_secundaria,
Mexico,MEX,2019,tasa_alfabetizacion_adultos,
Spain,ESP,2019,gasto_educacion_pib,
Spain,ESP,2019,tasa_finalizacion_primaria,
Spain,ESP,2019,tasa_finalizacion_secundaria,
Spain,ESP,2019,tasa_alfabetizacion_adultos,
Viet Nam,VNM,2019,gasto_educacion_pib,
Viet Nam,VNM,2019,tasa_finalizacion_primaria,
Viet Nam,VNM,2019,tasa_finalizacion_secundaria,
Viet Nam,VNM,2019,tasa_alfabetizacion_adultos,
United States,USA,2019,gasto_educacion_pib,
United States,USA,2019,tasa_finalizacion_primaria,
United States,USA,2019,tasa_finalizacion_secundaria,
United States,USA,2019,tasa_alfabetizacion_adultos,
Uruguay,URY,2019,gasto_educacion_pib,
Uruguay,URY,2019,tasa_finalizacion_primaria,
Uruguay,URY,2019,tasa_finalizacion_secundaria,
Uruguay,URY,2019,tasa_alfabetizacion_adultos,
Argentina,ARG,2020,gasto_educacion_pib,
Argentina,ARG,2020,tasa_finalizacion_primaria,
Argentina,ARG,2020,tasa_finalizacion_secundaria,
Argentina,ARG,2020,tasa_alfabetizacion_adultos,
Brazil,BRA,2020,gasto_educacion_pib,
Brazil,BRA,2020,tasa_finalizacion_primaria,
Brazil,BRA,2020,tasa_finalizacion_secundaria,
Brazil,BRA,2020,tasa_alfabetizacion_adultos,
Chile,CHL,2020,gasto_educacion_pib,
Chile,CHL,2020,tasa_finalizacion_primaria,
Chile,CHL,2020,tasa_finalizacion_secundaria,
Chile,CHL,2020,tasa_alfabetizacion_adultos,
Costa Rica,CRI,2020,gasto_educacion_pib,
Costa Rica,CRI,2020,tasa_finalizacion_primaria,
Costa Rica,CRI,2020,tasa_finalizacion_secundaria,
Costa Rica,CRI,2020,tasa_alfabetizacion_adultos,
"Korea, Rep.",KOR,2020,gasto_educacion_pib,
"Korea, Rep.",KOR,2020,tasa_finalizacion_primaria,
"Korea, Rep.",KOR,2020,tasa_finalizacion_secundaria,
"Korea, Rep.",KOR,2020,tasa_alfabetizacion_adultos,
Mexico,MEX,2020,gasto_educacion_pib,
Mexico,MEX,2020,tasa_finalizacion_primaria,
Mexico,MEX,2020,tasa_finalizacion_secundaria,
Mexico,MEX,2020,tasa_alfabetizacion_adultos,
Spain,ESP,2020,gasto_educacion_pib,
Spain,ESP,2020,tasa_finalizacion_primaria,
Spain,ESP,2020,tasa_finalizacion_secundaria,
Spain,ESP,2020,tasa_alfabetizacion_adultos,
Viet Nam,VNM,2020,gasto_educacion_pib,
Viet Nam,VNM,2020,tasa_finalizacion_primaria,
Viet Nam,VNM,2020,tasa_finalizacion_secundaria,
Viet Nam,VNM,2020,tasa_alfabetizacion_adultos,
United States,USA,2020,gasto_educacion_pib,
United States,USA,2020,tasa_finalizacion_primaria,
United States,USA,2020,tasa_finalizacion_secundaria,
United States,USA,2020,tasa_alfabetizacion_adultos,
Uruguay,URY,2020,gasto_educacion_pib,
Uruguay,URY,2020,tasa_finalizacion_primaria,
Uruguay,URY,2020,tasa_finalizacion_secundaria,
Uruguay,URY,2020,tasa_alfabetizacion_adultos,
Argentina,ARG,2021,gasto_educacion_pib,
Argentina,ARG,2021,tasa_finalizacion_primaria,
Argentina,ARG,2021,tasa_finalizacion_secundaria,
Argentina,ARG,2021,tasa_alfabetizacion_adultos,
Brazil,BRA,2021,gasto_educacion_pib,
Brazil,BRA,2021,tasa_finalizacion_primaria,
Brazil,BRA,2021,tasa_finalizacion_secundaria,
Brazil,BRA,2021,tasa_alfabetizacion_adultos,
Chile,CHL,2021,gasto_educacion_pib,
Chile,CHL,2021,tasa_finalizacion_primaria,
Chile,CHL,2021,tasa_finalizacion_secundaria,
Chile,CHL,2021,tasa_alfabetizacion_adultos,
Costa Rica,CRI,2021,gasto_educacion_pib,
Costa Rica,CRI,2021,tasa_finalizacion_primaria,
Costa Rica,CRI,2021,tasa_finalizacion_secundaria,
Costa Rica,CRI,2021,tasa_alfabetizacion_adultos,
"Korea, Rep.",KOR,2021,gasto_educacion_pib,
"Korea, Rep.",KOR,2021,tasa_finalizacion_primaria,
"Korea, Rep.",KOR,2021,tasa_finalizacion_secundaria,
"Korea, Rep.",KOR,2021,tasa_alfabetizacion_adultos,
Mexico,MEX,2021,gasto_educacion_pib,
Mexico,MEX,2021,tasa_finalizacion_primaria,
Mexico,MEX,2021,tasa_finalizacion_secundaria,
Mexico,MEX,2021,tasa_alfabetizacion_adultos,
Spain,ESP,2021,gasto_educacion_pib,
Spain,ESP,2021,tasa_finalizacion_primaria,
Spain,ESP,2021,tasa_finalizacion_secundaria,
Spain,ESP,2021,tasa_alfabetizacion_adultos,
Viet Nam,VNM,2021,gasto_educacion_pib,
Viet Nam,VNM,2021,tasa_finalizacion_primaria,
Viet Nam,VNM,2021,tasa_finalizacion_secundaria,
Viet Nam,VNM,2021,tasa_alfabetizacion_adultos,
United States,USA,2021,gasto_educacion_pib,
United States,USA,2021,tasa_finalizacion_primaria,
United States,USA,2021,tasa_finalizacion_secundaria,
United States,USA,2021,tasa_alfabetizacion_adultos,
Uruguay,URY,2021,gasto_educacion_pib,
Uruguay,URY,2021,tasa_finalizacion_primaria,
Uruguay,URY,2021,tasa_finalizacion_secundaria,
Uruguay,URY,2021,tasa_alfabetizacion_adultos,
Argentina,ARG,2022,gasto_educacion_pib,
Argentina,ARG,2022,tasa_finalizacion_primaria,
Argentina,ARG,2022,tasa_finalizacion_secundaria,
Argentina,ARG,2022,tasa_alfabetizacion_adultos,
Brazil,BRA,2022,gasto_educacion_pib,
Brazil,BRA,2022,tasa_finalizacion_primaria,
Brazil,BRA,2022,tasa_finalizacion_secundaria,
Brazil,BRA,2022,tasa_alfabetizacion_adultos,
Chile,CHL,2022,gasto_educacion_pib,
Chile,CHL,2022,tasa_finalizacion_primaria,
Chile,CHL,2022,tasa_finalizacion_secundaria,
Chile,CHL,2022,tasa_alfabetizacion_adultos,
Costa Rica,CRI,2022,gasto_educacion_pib,
Costa Rica,CRI,2022,tasa_finalizacion_primaria,
Costa Rica,CRI,2022,tasa_finalizacion_secundaria,
Costa Rica,CRI,2022,tasa_alfabetizacion_adultos,
"Korea, Rep.",KOR,2022,gasto_educacion_pib,
"Korea, Rep.",KOR,2022,tasa_finalizacion_primaria,
"Korea, Rep.",KOR,2022,tasa_finalizacion_secundaria,
"Korea, Rep.",KOR,2022,tasa_alfabetizacion_adultos,
Mexico,MEX,2022,gasto_educacion_pib,
Mexico,MEX,2022,tasa_finalizacion_primaria,
Mexico,MEX,2022,tasa_finalizacion_secundaria,
Mexico,MEX,2022,tasa_alfabetizacion_adultos,
Spain,ESP,2022,gasto_educacion_pib,
Spain,ESP,2022,tasa_finalizacion_primaria,
Spain,ESP,2022,tasa_finalizacion_secundaria,
Spain,ESP,2022,tasa_alfabetizacion_adultos,
Viet Nam,VNM,2022,gasto_educacion_pib,
Viet Nam,VNM,2022,tasa_finalizacion_primaria,
Viet Nam,VNM,2022,tasa_finalizacion_secundaria,
Viet Nam,VNM,2022,tasa_alfabetizacion_adultos,
United States,USA,2022,gasto_educacion_pib,
United States,USA,2022,tasa_finalizacion_primaria,
United States,USA,2022,tasa_finalizacion_secundaria,
United States,USA,2022,tasa_alfabetizacion_adultos,
Uruguay,URY,2022,gasto_educacion_pib,
Uruguay,URY,2022,tasa_finalizacion_primaria,
Uruguay,URY,2022,tasa_finalizacion_secundaria,
Uruguay,URY,2022,tasa_alfabetizacion_adultos,
Argentina,ARG,2023,gasto_educacion_pib,
Argentina,ARG,2023,tasa_finalizacion_primaria,
Argentina,ARG,2023,tasa_finalizacion_secundaria,
Argentina,ARG,2023,tasa_alfabetizacion_adultos,
Brazil,BRA,2023,gasto_educacion_pib,
Brazil,BRA,2023,tasa_finalizacion_primaria,
Brazil,BRA,2023,tasa_finalizacion_secundaria,
Brazil,BRA,2023,tasa_alfabetizacion_adultos,
Chile,CHL,2023,gasto_educacion_pib,
Chile,CHL,2023,tasa_finalizacion_primaria,
Chile,CHL,2023,tasa_finalizacion_secundaria,
Chile,CHL,2023,tasa_alfabetizacion_adultos,
Costa Rica,CRI,2023,gasto_educacion_pib,
Costa Rica,CRI,2023,tasa_finalizacion_primaria,
Costa Rica,CRI,2023,tasa_finalizacion_secundaria,
Costa Rica,CRI,2023,tasa_alfabetizacion_adultos,
"Korea, Rep.",KOR,2023,gasto_educacion_pib,
"Korea, Rep.",KOR,2023,tasa_finalizacion_primaria,
"Korea, Rep.",KOR,2023,tasa_finalizacion_secundaria,
"Korea, Rep.",KOR,2023,tasa_alfabetizacion_adultos,
Mexico,MEX,2023,gasto_educacion_pib,
Mexico,MEX,2023,tasa_finalizacion_primaria,
Mexico,MEX,2023,tasa_finalizacion_secundaria,
Mexico,MEX,2023,tasa_alfabetizacion_adultos,
Spain,ESP,2023,gasto_educacion_pib,
Spain,ESP,2023,tasa_finalizacion_primaria,
Spain,ESP,2023,tasa_finalizacion_secundaria,
Spain,ESP,2023,tasa_alfabetizacion_adultos,
Viet Nam,VNM,2023,gasto_educacion_pib,
Viet Nam,VNM,2023,tasa_finalizacion_primaria,
Viet Nam,VNM,2023,tasa_finalizacion_secundaria,
Viet Nam,VNM,2023,tasa_alfabetizacion_adultos,
United States,USA,2023,gasto_educacion_pib,
United States,USA,2023,tasa_finalizacion_primaria,
United States,USA,2023,tasa_finalizacion_secundaria,
United States,USA,2023,tasa_alfabetizacion_adultos,
Uruguay,URY,2023,gasto_educacion_pib,
Uruguay,URY,2023,tasa_finalizacion_primaria,
Uruguay,URY,2023,tasa_finalizacion_secundaria,
Uruguay,URY,2023,tasa_alfabetizacion_adultos,
Argentina,ARG,2024,gasto_educacion_pib,
Argentina,ARG,2024,tasa_finalizacion_primaria,
Argentina,ARG,2024,tasa_finalizacion_secundaria,
Argentina,ARG,2024,tasa_alfabetizacion_adultos,
Brazil,BRA,2024,gasto_educacion_pib,
Brazil,BRA,2024,tasa_finalizacion_primaria,
Brazil,BRA,2024,tasa_finalizacion_secundaria,
Brazil,BRA,2024,tasa_alfabetizacion_adultos,
Chile,CHL,2024,gasto_educacion_pib,
